Voltage,a2,a1,a0,R2
15 kV,0.0019005928050231805,1.1789538012727585,8.57717382262064,0.9604263789114288
25 kV,-0.000497107259136028,1.1714238738724418,13.58984811335031,0.9407231087639893
35 kV,0.01711113401037369,0.6639147986242778,21.362880786210717,0.9281844721742478
